stock_code,trade_date,close,pre_close,prev_close,change_pct,change_amount,adj_factor,prev_f,prev_date,data_source,domain,same_factor,eq_violated,judgement,dev
000013,1994-09-05,7.700,5.633,5.790,36.6953,2.067,1.65454545,1.60967185,1994-09-02,TENCENT,pre1996,False,False,possible_legal,0.02711571675302246
000013,1995-05-18,5.550,4.052,4.210,36.9800,1.498,1.60180180,1.54047619,1995-05-17,TENCENT,pre1996,False,False,possible_legal,0.03752969121140151
000014,1994-08-01,6.600,4.653,4.650,41.8478,1.947,2.37333333,2.37333333,1994-07-29,SINA,pre1996,True,True,possible_legal,0.000645161290322414
000014,1996-04-29,6.280,4.659,4.660,34.7795,1.621,3.01767958,3.01767958,1996-04-26,SINA,pre1996,True,True,possible_legal,0.00021459227467818324
000015,1994-08-01,4.080,2.658,2.880,53.5000,1.422,1.50490196,1.38888889,1994-07-29,TENCENT,pre1996,False,False,possible_legal,0.07708333333333332
000015,1994-09-05,7.180,5.057,5.250,41.9708,2.123,1.62637272,1.56571429,1994-09-02,TENCENT,pre1996,False,False,possible_legal,0.03676190476190469
000016,1993-05-01,0.580,,24.750,-40.2100,-0.390,,1.00000000,1993-04-30,AKSHARE,pre1996,False,False,possible_legal,
000017,1993-01-11,23.300,15.900,15.900,46.5409,7.400,1.00000000,1.00000000,1993-01-08,SINA,pre1996,True,False,possible_legal,0.0
000017,1994-08-01,6.000,4.300,4.300,39.5349,1.700,1.40000000,1.40000000,1994-07-29,SINA,pre1996,True,False,possible_legal,0.0
000017,2010-03-18,8.500,2.303,3.490,269.1589,6.197,3.25247525,2.14700000,2007-01-26,SINA,constrained,False,False,possible_legal,0.34011461318051583
000018,1994-08-01,3.300,2.328,2.300,41.7241,0.972,1.24653680,1.26022202,1994-07-29,TENCENT,pre1996,False,False,possible_legal,0.012173913043478273
000018,1995-05-18,6.360,4.796,4.770,32.5976,1.564,1.22752755,1.23354565,1995-05-17,TENCENT,pre1996,False,False,possible_legal,0.00545073375262069
000019,1994-08-01,3.200,2.318,2.320,38.0392,0.882,1.10102041,1.10102041,1994-07-29,SINA,pre1996,True,True,possible_legal,0.0008620689655171465
000020,1994-08-01,3.050,2.187,2.190,39.4422,0.863,1.14705882,1.14705882,1994-07-29,SINA,pre1996,True,True,possible_legal,0.0013698630136986822
000020,1995-05-18,3.930,2.980,2.980,31.8713,0.950,1.14705882,1.14705882,1995-05-17,SINA,pre1996,True,False,possible_legal,0.0
000020,1997-10-28,9.120,6.618,9.580,37.8080,2.502,1.77882476,1.22858634,1997-10-27,SINA,constrained,False,False,possible_legal,0.3091858037578288
000020,2007-05-18,11.750,3.262,3.750,260.2548,8.488,2.40643034,2.09259259,2006-11-06,SINA,constrained,False,False,possible_legal,0.13013333333333332
000021,1994-08-01,4.950,3.310,3.310,49.5468,1.640,1.00000000,1.00000000,1994-07-29,SINA,pre1996,True,False,possible_legal,0.0
000021,1995-05-18,5.300,3.878,3.880,36.6803,1.422,1.25818182,1.25818182,1995-05-17,SINA,pre1996,True,True,possible_legal,0.0005154639175257164
000021,1996-04-26,11.680,7.093,7.090,64.6594,4.587,1.42833878,1.42833878,1996-04-25,SINA,pre1996,True,True,possible_legal,0.00042313117066292155
000021,1996-04-29,16.990,11.677,11.680,45.5036,5.313,1.42833878,1.42833878,1996-04-26,SINA,pre1996,True,True,possible_legal,0.0002568493150685029
000023,1994-08-01,3.800,2.701,2.690,40.6728,1.099,1.20821293,1.21450482,1994-07-29,TENCENT,pre1996,False,False,possible_legal,0.004089219330855064
000023,1995-05-18,6.100,4.534,4.520,34.5521,1.566,1.20833333,1.20930233,1995-05-17,TENCENT,pre1996,False,False,possible_legal,0.003097345132743415
000023,1996-10-14,8.580,6.494,6.470,32.1249,2.086,1.53243267,1.53820034,1996-10-11,TENCENT,pre1996,False,False,possible_legal,0.003709428129829988
000024,1994-08-01,4.220,3.105,3.090,35.9043,1.115,1.20944559,1.21533923,1994-07-29,TENCENT,pre1996,False,False,possible_legal,0.004854368932038875
