stock_code,trade_date,close,pre_close,prev_close,change_pct,change_amount,adj_factor,prev_f,prev_date,data_source,domain,same_factor,eq_violated,judgement,dev
600667,1994-08-05,4.000,2.883,2.880,38.7283,1.117,1.20000000,1.20000000,1994-08-04,SINA,pre1996,True,True,possible_legal,0.0010416666666667061
600668,1994-08-01,2.690,2.028,2.030,32.6471,0.662,1.67482517,1.67482517,1994-07-29,SINA,pre1996,True,True,possible_legal,0.0009852216748767388
600668,1994-08-03,3.440,2.598,2.600,32.4138,0.842,1.67482517,1.67482517,1994-08-02,SINA,pre1996,True,True,possible_legal,0.0007692307692308553
600668,1994-08-05,5.100,3.798,3.800,34.2767,1.302,1.67482517,1.67482517,1994-08-04,SINA,pre1996,True,True,possible_legal,0.0005263157894736263
600668,1995-05-18,4.500,3.350,3.350,34.3239,1.150,2.01016949,2.01016949,1995-05-17,SINA,pre1996,True,False,possible_legal,0.0
600669,1994-03-14,4.260,3.189,3.330,33.5681,1.071,1.33568075,1.27927928,1994-03-11,TENCENT,pre1996,False,False,possible_legal,0.04234234234234235
600669,1994-08-01,1.880,1.104,1.340,70.3390,0.776,1.06914894,0.88059701,1994-07-29,TENCENT,pre1996,False,False,possible_legal,0.1761194029850746
600669,1994-08-03,2.200,1.525,1.700,44.2529,0.675,1.14090909,1.02352941,1994-08-02,TENCENT,pre1996,False,False,possible_legal,0.10294117647058826
600669,1994-08-05,3.650,2.321,2.530,57.2848,1.329,1.30136986,1.19367589,1994-08-04,TENCENT,pre1996,False,False,possible_legal,0.08260869565217377
600669,1994-08-10,4.080,3.002,3.150,35.9296,1.078,1.32598039,1.26349206,1994-08-09,TENCENT,pre1996,False,False,possible_legal,0.046984126984127024
600669,1995-05-18,2.170,1.511,1.670,43.5897,0.659,1.29032258,1.16766467,1995-05-17,TENCENT,pre1996,False,False,possible_legal,0.09520958083832337
600670,1994-08-01,3.050,1.856,2.370,64.3275,1.194,0.92131148,0.72151899,1994-07-29,TENCENT,pre1996,False,False,possible_legal,0.2168776371308017
600670,1994-08-03,3.470,2.476,2.850,40.1606,0.994,1.00576369,0.87368421,1994-08-02,TENCENT,pre1996,False,False,possible_legal,0.13122807017543864
600670,1994-08-05,5.490,3.276,3.810,67.5743,2.214,1.23315118,1.06036745,1994-08-04,TENCENT,pre1996,False,False,possible_legal,0.1401574803149607
600670,1995-05-18,3.280,2.262,2.670,45.0000,1.018,0.97256098,0.82397004,1995-05-17,TENCENT,pre1996,False,False,possible_legal,0.15280898876404492
600670,1996-12-02,6.650,4.923,5.240,35.0877,1.727,1.38947368,1.30534351,1996-11-29,TENCENT,pre1996,False,False,possible_legal,0.0604961832061069
600671,1994-08-01,3.550,2.472,2.470,43.6137,1.078,1.29954955,1.29954955,1994-07-29,SINA,pre1996,True,True,possible_legal,0.0008097165991901941
600672,1994-03-14,4.150,3.108,3.270,33.5312,1.042,1.08433735,1.02922241,1994-03-11,TENCENT,pre1996,False,False,possible_legal,0.0495412844036697
600672,1994-08-01,2.000,1.292,1.460,54.7619,0.708,0.97500000,0.86301370,1994-07-29,TENCENT,pre1996,False,False,possible_legal,0.11506849315068489
600672,1994-08-03,2.400,1.730,1.860,38.7640,0.670,1.02916667,0.95698925,1994-08-02,TENCENT,pre1996,False,False,possible_legal,0.06989247311827963
600672,1994-08-05,3.820,2.597,2.750,47.0790,1.223,1.12041885,1.05818182,1994-08-04,TENCENT,pre1996,False,False,possible_legal,0.055636363636363644
600672,1995-05-18,2.370,1.795,1.910,32.0652,0.575,1.02531646,0.96335079,1995-05-17,TENCENT,pre1996,False,False,possible_legal,0.060209424083769635
600673,1994-08-01,2.450,1.850,1.850,32.4138,0.600,1.56803456,1.56803456,1994-07-29,SINA,pre1996,True,False,possible_legal,0.0
600673,1994-08-05,4.600,3.464,3.460,32.7808,1.136,1.56803456,1.56803456,1994-08-04,SINA,pre1996,True,True,possible_legal,0.0011560693641618507
600673,1996-04-29,6.090,3.821,3.820,59.3701,2.269,1.66237942,1.66237942,1996-04-26,SINA,pre1996,True,True,possible_legal,0.0002617801047121293
600674,1994-08-01,2.220,1.661,1.660,33.6449,0.559,1.28771930,1.28771930,1994-07-29,SINA,pre1996,True,True,possible_legal,0.0006024096385542844
600674,1994-08-05,4.180,2.999,3.000,39.3782,1.181,1.28771930,1.28771930,1994-08-04,SINA,pre1996,True,True,possible_legal,0.0003333333333332966
600675,1994-08-01,8.710,6.500,6.500,34.0000,2.210,1.00000000,1.00000000,1994-07-29,SINA,pre1996,True,False,possible_legal,0.0
600676,1993-12-23,0.040,,11.880,33.3300,0.010,,1.00000000,1993-12-22,AKSHARE,pre1996,False,False,possible_legal,
600676,1994-08-01,5.380,3.750,3.750,43.4667,1.630,1.00000000,1.00000000,1994-07-29,SINA,pre1996,True,False,possible_legal,0.0
600676,1995-05-18,15.280,11.250,11.250,35.8222,4.030,1.00000000,1.00000000,1995-05-17,SINA,pre1996,True,False,possible_legal,0.0
600677,1994-08-01,3.450,2.516,2.670,37.1025,0.934,1.12463768,1.05992509,1994-07-29,TENCENT,pre1996,False,False,possible_legal,0.057677902621722815
600677,1994-08-03,4.400,3.161,3.320,39.1892,1.239,1.17045455,1.11445783,1994-08-02,TENCENT,pre1996,False,False,possible_legal,0.047891566265060186
600677,1995-05-18,5.100,3.827,3.970,33.2604,1.273,1.19411765,1.15113350,1995-05-17,TENCENT,pre1996,False,False,possible_legal,0.036020151133501314
600678,1994-08-01,7.200,5.099,5.100,41.1908,2.101,1.61406250,1.61406250,1994-07-29,SINA,pre1996,True,True,possible_legal,0.00019607843137244037
600679,1994-08-03,6.890,5.120,5.120,34.5703,1.770,1.00000000,1.00000000,1994-08-02,SINA,pre1996,True,False,possible_legal,0.0
600679,1994-08-05,10.000,7.500,7.500,33.3333,2.500,1.00000000,1.00000000,1994-08-04,SINA,pre1996,True,False,possible_legal,0.0
600680,1994-08-01,8.080,6.102,6.100,32.4086,1.978,1.30000000,1.30000000,1994-07-29,TENCENT,pre1996,True,True,possible_legal,0.0003278688524591259
600680,1995-05-18,18.900,13.116,12.980,44.1008,5.784,1.32994924,1.34552556,1995-05-17,TENCENT,pre1996,False,False,possible_legal,0.010477657935284995
600681,1994-08-01,4.540,3.119,3.120,45.5378,1.421,1.40000000,1.40000000,1994-07-29,SINA,pre1996,True,True,possible_legal,0.0003205128205127852
600681,2011-09-08,6.580,3.158,4.420,108.3799,3.422,4.53505328,3.23941368,2008-04-24,SINA,constrained,False,False,possible_legal,0.2855203619909502
600682,1994-08-01,4.100,3.010,3.010,36.2256,1.090,1.53094463,1.53094463,1994-07-29,SINA,pre1996,True,False,possible_legal,0.0
600683,1994-08-01,3.500,2.589,2.590,35.1906,0.911,1.31756757,1.31756757,1994-07-29,SINA,pre1996,True,True,possible_legal,0.0003861003861003436
600683,1994-08-05,6.450,4.849,4.850,33.0203,1.601,1.31756757,1.31756757,1994-08-04,SINA,pre1996,True,True,possible_legal,0.00020618556701019501
600684,1994-08-01,5.330,3.905,3.900,36.5025,1.425,1.50895522,1.50895522,1994-07-29,SINA,pre1996,True,True,possible_legal,0.0012820512820512547
600684,1994-08-05,9.780,6.646,6.650,47.1585,3.134,1.50895522,1.50895522,1994-08-04,SINA,pre1996,True,True,possible_legal,0.0006015037593985635
600685,1994-08-05,4.540,3.378,3.380,34.3931,1.162,1.02453560,1.02453560,1994-08-04,SINA,pre1996,True,True,possible_legal,0.0005917159763312958
600686,1993-11-24,24.210,16.500,16.500,46.7273,7.710,1.00000000,1.00000000,1993-11-23,SINA,pre1996,True,False,possible_legal,0.0
600686,1994-03-14,10.950,7.991,7.990,37.0344,2.959,1.74677259,1.74677259,1994-03-11,SINA,pre1996,True,True,possible_legal,0.0001251564455568768
600686,1994-08-01,5.820,4.342,4.340,34.0314,1.478,1.75921053,1.75921053,1994-07-29,SINA,pre1996,True,True,possible_legal,0.00046082949308750686
600687,1994-08-01,7.690,5.710,5.710,34.6760,1.980,1.00000000,1.00000000,1994-07-29,TENCENT,pre1996,True,False,possible_legal,0.0
600688,1994-08-01,1.660,1.247,1.250,33.0709,0.413,1.01600000,1.01600000,1994-07-29,SINA,pre1996,True,True,possible_legal,0.0023999999999999135
600688,1995-05-18,2.360,1.731,1.730,36.3128,0.629,1.03333333,1.03333333,1995-05-17,SINA,pre1996,True,True,possible_legal,0.0005780346820809895
600689,1994-08-01,4.950,3.450,3.450,43.4783,1.500,1.00000000,1.00000000,1994-07-29,SINA,pre1996,True,False,possible_legal,0.0
600690,1994-08-05,6.190,4.591,4.590,34.8409,1.599,1.30000000,1.30000000,1994-08-04,SINA,pre1996,True,True,possible_legal,0.00021786492374734946
600691,1994-08-01,4.510,3.180,3.180,41.8367,1.330,1.23198952,1.23198952,1994-07-29,SINA,pre1996,True,False,possible_legal,0.0
600691,2007-05-25,11.930,2.773,4.990,330.2166,9.157,3.16240338,1.75693527,2007-01-18,SINA,constrained,False,False,possible_legal,0.44428857715430864
600692,1994-08-01,6.200,4.500,4.500,37.7778,1.700,1.00000000,1.00000000,1994-07-29,SINA,pre1996,True,False,possible_legal,0.0
600693,1994-08-01,3.310,2.410,2.410,37.3585,0.900,1.10011250,1.10011250,1994-07-29,SINA,pre1996,True,False,possible_legal,0.0
600693,1994-08-05,6.150,4.522,4.520,36.0161,1.628,1.10011250,1.10011250,1994-08-04,SINA,pre1996,True,True,possible_legal,0.0004424778761063425
600693,1995-05-19,9.000,6.805,6.800,32.2515,2.195,1.44933078,1.44933078,1995-05-18,SINA,pre1996,True,True,possible_legal,0.0007352941176470432
600694,1994-08-01,4.000,3.043,3.040,31.4501,0.957,1.74525515,1.74525515,1994-07-29,SINA,pre1996,True,True,possible_legal,0.0009868421052631952
600694,1994-08-04,5.950,4.454,4.450,33.5907,1.496,1.74525515,1.74525515,1994-08-03,SINA,pre1996,True,True,possible_legal,0.000898876404494283
600695,1994-03-11,15.820,12.000,12.000,31.8333,3.820,1.00000000,1.00000000,1994-03-10,TENCENT,pre1996,True,False,possible_legal,0.0
600695,1994-08-01,7.050,4.950,4.950,42.4242,2.100,1.00000000,1.00000000,1994-07-29,TENCENT,pre1996,True,False,possible_legal,0.0
600695,2006-09-20,4.740,2.438,3.020,94.3958,2.302,2.34177215,1.89458155,2005-12-16,TENCENT,constrained,False,False,possible_legal,0.19271523178807942
600695,2022-05-17,0.520,1.329,1.700,-60.8796,-0.809,3.25000000,2.54117647,2022-04-25,TENCENT,constrained,False,False,possible_legal,0.21823529411764706
600696,1994-08-01,3.700,2.760,2.760,34.0580,0.940,1.50000000,1.50000000,1994-07-29,TENCENT,pre1996,True,False,possible_legal,0.0
600696,2026-06-01,0.550,1.545,1.310,-64.3902,-0.995,2.65454545,3.12977099,2026-04-29,TENCENT,constrained,False,False,possible_legal,0.17938931297709915
600697,1994-08-01,3.000,2.265,2.270,32.4219,0.735,1.12929293,1.12929293,1994-07-29,SINA,pre1996,True,True,possible_legal,0.0022026431718061203
600697,1994-08-05,5.360,4.049,4.050,32.3851,1.311,1.12929293,1.12929293,1994-08-04,SINA,pre1996,True,True,possible_legal,0.00024691358024677676
600698,1994-08-01,5.200,3.910,3.910,33.0025,1.290,1.02978056,1.02978056,1994-07-29,SINA,pre1996,True,False,possible_legal,0.0
600699,1995-05-22,8.150,6.044,6.050,34.8387,2.106,1.02540416,1.02540416,1995-05-19,SINA,pre1996,True,True,possible_legal,0.0009917355371901202
600700,2005-03-24,0.840,0.641,0.800,31.0811,0.199,1.15476190,0.92500000,2005-03-23,TENCENT,constrained,False,False,possible_legal,0.19875000000000004
600700,2005-04-20,0.750,1.125,0.790,-33.3333,-0.375,0.61333333,0.87341772,2005-04-19,TENCENT,constrained,False,False,possible_legal,0.42405063291139233
600700,2005-04-21,0.710,1.420,0.750,-50.0000,-0.710,0.32394366,0.61333333,2005-04-20,TENCENT,constrained,False,False,possible_legal,0.8933333333333332
600700,2005-04-22,0.670,,0.710,-100.0000,,0.32394366,0.32394366,2005-04-21,TENCENT,constrained,True,False,possible_legal,
600701,2007-02-13,4.790,2.824,5.880,69.6078,1.966,4.69359073,2.25510204,2007-01-18,TENCENT,constrained,False,False,possible_legal,0.5197278911564626
600701,2021-03-31,0.300,0.436,0.330,-31.2500,-0.136,1.10000000,1.45454545,2021-03-30,TENCENT,constrained,False,False,possible_legal,0.32121212121212117
600701,2021-04-01,0.270,0.495,0.300,-45.4545,-0.225,0.66666667,1.10000000,2021-03-31,TENCENT,constrained,False,False,possible_legal,0.65
600701,2021-04-02,0.250,0.562,0.270,-55.5556,-0.312,0.32000000,0.66666667,2021-04-01,TENCENT,constrained,False,False,possible_legal,1.0814814814814815
600701,2021-04-07,0.270,0.120,0.250,125.0000,0.150,0.66666667,0.32000000,2021-04-06,TENCENT,constrained,False,False,possible_legal,0.52
600701,2021-04-08,0.300,0.164,0.270,83.3333,0.136,1.10000000,0.66666667,2021-04-07,TENCENT,constrained,False,False,possible_legal,0.3925925925925926
600701,2021-04-09,0.330,0.227,0.300,45.4545,0.103,1.45454545,1.10000000,2021-04-08,TENCENT,constrained,False,False,possible_legal,0.2433333333333333
600701,2021-04-20,0.390,0.294,0.350,32.7586,0.096,1.97435897,1.65714286,2021-04-19,TENCENT,constrained,False,False,possible_legal,0.16
600702,2006-04-06,3.890,2.950,4.100,31.8511,0.940,3.27674419,2.35741065,2006-03-08,SINA,constrained,False,False,possible_legal,0.2804878048780487
600703,2008-07-08,13.890,4.516,5.420,207.5871,9.374,1.78034602,1.48360656,2007-04-27,SINA,constrained,False,False,possible_legal,0.16678966789667896
600705,2012-08-30,12.680,4.988,4.440,154.2217,7.692,5.00173310,5.62640117,2007-04-26,TENCENT,constrained,False,False,possible_legal,0.12342342342342343
600711,2007-01-22,5.810,4.076,6.110,42.5333,1.734,1.84029098,1.22685656,2006-12-29,SINA,constrained,False,False,possible_legal,0.33289689034369896
600713,1998-01-15,25.000,16.935,28.200,47.6207,8.065,1.68747212,1.01350135,1998-01-14,SINA,constrained,False,False,possible_legal,0.399468085106383
600727,2011-08-18,7.640,5.720,5.720,33.5764,1.920,5.27500000,5.27500000,2010-04-29,SINA,constrained,True,False,possible_legal,0.0
600733,2018-09-27,9.500,15.055,52.690,-36.8967,-5.555,8.19000000,2.34000000,2018-02-01,SINA,constrained,False,False,possible_legal,0.7142721579047258
600743,2002-09-03,6.780,5.140,5.140,31.8939,1.640,3.73930800,3.73930800,2002-04-19,SINA,constrained,True,False,possible_legal,0.0
600743,2008-08-28,7.010,22.421,22.420,-68.7343,-15.411,3.73930800,3.73930800,2008-02-13,SINA,constrained,True,True,confirmed_dirty,4.460303300614047e-05
600745,2008-07-08,5.640,3.799,4.350,48.4410,1.841,2.36419607,2.06524728,2007-04-27,SINA,constrained,False,False,possible_legal,0.12666666666666662
600747,2019-10-31,0.420,0.613,0.470,-31.5385,-0.193,4.23809524,5.53191489,2019-10-30,TENCENT,constrained,False,False,possible_legal,0.3042553191489362
600747,2019-11-01,0.380,0.599,0.420,-36.5169,-0.219,2.97368421,4.23809524,2019-10-31,TENCENT,constrained,False,False,possible_legal,0.4261904761904762
600747,2019-11-04,0.340,0.800,0.380,-57.5221,-0.460,1.41176471,2.97368421,2019-11-01,TENCENT,constrained,False,False,possible_legal,1.105263157894737
600747,2019-11-05,0.310,,0.340,-102.0833,,1.41176471,1.41176471,2019-11-04,TENCENT,constrained,True,False,possible_legal,
600747,2019-11-06,0.280,0.006,0.310,4900.0000,0.274,1.41176471,1.41176471,2019-11-05,TENCENT,constrained,True,True,confirmed_dirty,0.9806451612903225
600747,2019-11-07,0.250,0.125,0.280,100.0000,0.125,1.41176471,1.41176471,2019-11-06,TENCENT,constrained,True,True,confirmed_dirty,0.5535714285714286
600747,2019-11-21,0.290,0.708,0.260,-59.0361,-0.418,1.41176471,1.41176471,2019-11-20,TENCENT,constrained,True,True,confirmed_dirty,1.723076923076923
600747,2019-11-22,0.280,0.190,0.290,47.0588,0.090,1.41176471,1.41176471,2019-11-21,TENCENT,constrained,True,True,confirmed_dirty,0.3448275862068965
600747,2019-11-26,0.290,0.426,0.280,-32.0000,-0.136,1.41176471,1.41176471,2019-11-25,TENCENT,constrained,True,True,confirmed_dirty,0.5214285714285712
600747,2019-12-02,0.270,0.137,0.290,97.0588,0.133,1.41176471,1.41176471,2019-11-29,TENCENT,constrained,True,True,confirmed_dirty,0.5275862068965517
600747,2019-12-04,0.270,0.201,0.280,34.0000,0.069,1.41176471,1.41176471,2019-12-03,TENCENT,constrained,True,True,confirmed_dirty,0.2821428571428572
600750,2006-05-17,8.150,5.439,7.180,49.8478,2.711,3.02123674,2.28874735,2006-03-24,SINA,constrained,False,False,possible_legal,0.24247910863509745
600751,2005-10-18,3.520,1.472,1.470,139.0572,2.048,2.01782178,2.01782178,2005-04-29,SINA,constrained,True,True,confirmed_dirty,0.001360544217687076
600751,2013-06-04,5.990,3.246,7.440,84.5436,2.744,4.62411348,2.01782178,2012-12-21,SINA,constrained,False,False,possible_legal,0.563709677419355
600752,2005-03-22,0.980,1.725,1.030,-43.1818,-0.745,0.25510204,0.42718447,2005-03-21,TENCENT,constrained,False,False,possible_legal,0.6747572815533981
600752,2005-03-24,1.010,0.491,0.960,105.5556,0.519,0.36633663,0.18750000,2005-03-23,TENCENT,constrained,False,False,possible_legal,0.48854166666666665
600752,2005-03-30,0.970,1.764,1.020,-45.0000,-0.794,0.22680412,0.39215686,2005-03-29,TENCENT,constrained,False,False,possible_legal,0.7294117647058823
600752,2005-03-31,0.990,0.751,0.970,31.8182,0.239,0.29292929,0.22680412,2005-03-30,TENCENT,constrained,False,False,possible_legal,0.22577319587628863
600752,2005-04-01,1.030,0.679,0.990,51.7241,0.351,0.42718447,0.29292929,2005-03-31,TENCENT,constrained,False,False,possible_legal,0.3141414141414141
600752,2005-04-12,0.990,1.502,1.030,-34.0909,-0.512,0.29292929,0.42718447,2005-04-11,TENCENT,constrained,False,False,possible_legal,0.45825242718446596
600752,2005-04-15,1.050,0.679,1.000,54.5455,0.371,0.48571429,0.33000000,2005-04-14,TENCENT,constrained,False,False,possible_legal,0.32099999999999995
600752,2005-04-19,1.000,1.545,1.050,-35.2941,-0.545,0.33000000,0.48571429,2005-04-18,TENCENT,constrained,False,False,possible_legal,0.4714285714285713
600752,2005-04-20,0.950,2.239,1.000,-57.5758,-1.289,0.14736842,0.33000000,2005-04-19,TENCENT,constrained,False,False,possible_legal,1.2389999999999999
600752,2005-04-21,0.900,,0.950,-128.5714,,0.14736842,0.14736842,2005-04-20,TENCENT,constrained,True,False,possible_legal,
600752,2005-04-22,0.860,0.181,0.900,375.0000,0.679,0.14736842,0.14736842,2005-04-21,TENCENT,constrained,True,True,confirmed_dirty,0.798888888888889
600752,2005-04-25,0.830,0.526,0.860,57.8947,0.304,0.14736842,0.14736842,2005-04-22,TENCENT,constrained,True,True,confirmed_dirty,0.38837209302325576
600752,2005-04-26,0.790,0.527,0.830,50.0000,0.263,0.14736842,0.14736842,2005-04-25,TENCENT,constrained,True,True,confirmed_dirty,0.36506024096385536
600752,2005-04-28,0.840,1.307,0.800,-35.7143,-0.467,0.14736842,0.14736842,2005-04-27,TENCENT,constrained,True,True,confirmed_dirty,0.6337499999999998
600757,2007-04-25,8.380,2.096,3.290,299.7701,6.284,6.22551929,3.96513654,2007-01-12,SINA,constrained,False,False,possible_legal,0.3629179331306991
600759,2007-11-19,7.270,1.873,2.250,288.0753,5.397,2.55155875,2.12636336,2007-05-23,SINA,constrained,False,False,possible_legal,0.16755555555555557
600766,2005-05-11,1.390,2.239,1.460,-37.9310,-0.849,0.25899281,0.39726027,2005-05-10,TENCENT,constrained,False,False,possible_legal,0.5335616438356164
600766,2005-05-12,1.350,2.113,1.390,-36.1111,-0.763,0.17037037,0.25899281,2005-05-11,TENCENT,constrained,False,False,possible_legal,0.5201438848920864
600766,2005-05-13,1.400,0.826,1.350,69.5652,0.574,0.27857143,0.17037037,2005-05-12,TENCENT,constrained,False,False,possible_legal,0.38814814814814824
600766,2005-05-18,1.500,1.099,1.440,36.5385,0.401,0.47333333,0.36111111,2005-05-17,TENCENT,constrained,False,False,possible_legal,0.23680555555555555
600766,2005-05-20,1.420,2.146,1.490,-33.8235,-0.726,0.31690141,0.45637584,2005-05-19,TENCENT,constrained,False,False,possible_legal,0.4402684563758389
600766,2005-05-24,1.450,0.870,1.380,66.6667,0.580,0.37931034,0.23913043,2005-05-23,TENCENT,constrained,False,False,possible_legal,0.3695652173913043
600766,2005-06-08,1.520,1.072,1.450,41.8182,0.448,0.51315789,0.37931034,2005-06-07,TENCENT,constrained,False,False,possible_legal,0.2606896551724137
600766,2005-06-13,1.590,1.177,1.510,35.1351,0.413,0.62893082,0.49006623,2005-06-10,TENCENT,constrained,False,False,possible_legal,0.22052980132450328
600766,2005-06-17,1.440,2.160,1.520,-33.3333,-0.720,0.36111111,0.51315789,2005-06-16,TENCENT,constrained,False,False,possible_legal,0.42105263157894746
600766,2005-06-27,1.570,1.186,1.500,32.3944,0.384,0.59872611,0.47333333,2005-06-24,TENCENT,constrained,False,False,possible_legal,0.20933333333333337
600766,2006-09-21,3.820,2.820,3.520,35.4659,1.000,2.54973822,2.04261364,2006-08-14,TENCENT,constrained,False,False,possible_legal,0.1988636363636364
600766,2024-06-05,0.350,,9.840,-105.7290,,4.32825203,4.32825203,2024-04-29,TENCENT,constrained,True,False,possible_legal,
600767,2023-05-31,0.450,37.918,4.160,-98.8132,-37.468,0.42222222,3.84855769,2023-04-27,TENCENT,constrained,False,False,possible_legal,8.114903846153846
600767,2023-06-01,0.470,0.319,0.450,47.3684,0.151,0.59574468,0.42222222,2023-05-31,TENCENT,constrained,False,False,possible_legal,0.2911111111111111
600767,2023-06-02,0.450,0.663,0.470,-32.1429,-0.213,0.42222222,0.59574468,2023-06-01,TENCENT,constrained,False,False,possible_legal,0.4106382978723406
600767,2023-06-06,0.440,0.704,0.460,-37.5000,-0.264,0.34090909,0.52173913,2023-06-05,TENCENT,constrained,False,False,possible_legal,0.5304347826086955
600767,2023-06-08,0.420,0.900,0.440,-53.3333,-0.480,0.16666667,0.34090909,2023-06-07,TENCENT,constrained,False,False,possible_legal,1.0454545454545454
600767,2023-06-09,0.410,1.435,0.420,-71.4286,-1.025,0.04878049,0.16666667,2023-06-08,TENCENT,constrained,False,False,possible_legal,2.416666666666667
600767,2023-06-12,0.400,,0.410,-200.0000,,0.04878049,0.04878049,2023-06-09,TENCENT,constrained,True,False,possible_legal,
600767,2023-06-15,0.390,0.130,0.400,200.0000,0.260,0.04878049,0.04878049,2023-06-14,TENCENT,constrained,True,True,confirmed_dirty,0.675
600767,2023-06-16,0.420,,0.390,-216.6667,,0.16666667,0.04878049,2023-06-15,TENCENT,constrained,False,False,possible_legal,
600767,2023-06-19,0.430,0.274,0.420,57.1429,0.156,0.25581395,0.16666667,2023-06-16,TENCENT,constrained,False,False,possible_legal,0.34761904761904755
600767,2023-06-20,0.420,0.660,0.430,-36.3636,-0.240,0.16666667,0.25581395,2023-06-19,TENCENT,constrained,False,False,possible_legal,0.5348837209302326
600773,2007-03-07,4.540,3.075,5.230,47.6216,1.465,6.15116942,3.61828799,2007-01-23,SINA,constrained,False,False,possible_legal,0.41204588910133844
600781,2023-05-30,0.570,1.150,0.840,-50.4425,-0.580,0.98245614,1.34523810,2023-04-28,TENCENT,constrained,False,False,possible_legal,0.369047619047619
600788,2004-08-26,1.870,3.175,1.970,-41.1111,-1.305,0.28342246,0.45685279,2004-08-25,TENCENT,constrained,False,False,possible_legal,0.6116751269035532
600788,2004-08-27,1.780,4.965,1.870,-64.1509,-3.185,0.10674157,0.28342246,2004-08-26,TENCENT,constrained,False,False,possible_legal,1.655080213903743
600788,2004-08-31,1.720,,1.770,-126.6667,,0.08474576,0.08474576,2004-08-30,TENCENT,constrained,True,False,possible_legal,
600788,2004-11-02,1.630,0.172,1.720,850.0000,1.458,0.08474576,0.08474576,2004-08-31,TENCENT,constrained,True,True,confirmed_dirty,0.9
600788,2004-11-03,1.550,0.866,1.630,78.9474,0.684,0.08474576,0.08474576,2004-11-02,TENCENT,constrained,True,True,confirmed_dirty,0.46871165644171775
600788,2004-11-04,1.470,1.020,1.550,44.1176,0.450,0.08474576,0.08474576,2004-11-03,TENCENT,constrained,True,True,confirmed_dirty,0.3419354838709677
600788,2004-11-17,1.590,2.490,1.510,-36.1446,-0.900,0.08474576,0.08474576,2004-11-16,TENCENT,constrained,True,True,confirmed_dirty,0.6490066225165564
600788,2004-11-18,1.670,3.848,1.590,-56.6038,-2.178,0.08474576,0.08474576,2004-11-17,TENCENT,constrained,True,True,confirmed_dirty,1.420125786163522
600788,2004-11-19,1.700,3.258,1.670,-47.8261,-1.558,0.08474576,0.08474576,2004-11-18,TENCENT,constrained,True,True,confirmed_dirty,0.9508982035928144
600788,2004-11-23,1.770,,1.690,-200.0000,,0.08474576,0.08474576,2004-11-22,TENCENT,constrained,True,False,possible_legal,
600788,2004-11-24,1.810,0.905,1.770,100.0000,0.905,0.16574586,0.08474576,2004-11-23,TENCENT,constrained,False,False,possible_legal,0.4887005649717514
600788,2004-11-25,1.720,,1.810,-113.3333,,0.16574586,0.16574586,2004-11-24,TENCENT,constrained,True,False,possible_legal,
600788,2004-11-26,1.630,0.172,1.720,850.0000,1.458,0.16574586,0.16574586,2004-11-25,TENCENT,constrained,True,True,confirmed_dirty,0.9
600788,2004-11-30,1.550,0.866,1.630,78.9474,0.684,0.16574586,0.16574586,2004-11-26,TENCENT,constrained,True,True,confirmed_dirty,0.46871165644171775
600788,2004-12-02,1.500,0.983,1.580,52.6316,0.517,0.16574586,0.16574586,2004-12-01,TENCENT,constrained,True,True,confirmed_dirty,0.3778481012658228
600788,2004-12-06,1.650,3.355,1.570,-50.8197,-1.705,0.16574586,0.16574586,2004-12-03,TENCENT,constrained,True,True,confirmed_dirty,1.1369426751592355
600788,2004-12-07,1.570,0.772,1.650,103.3333,0.798,0.16574586,0.16574586,2004-12-06,TENCENT,constrained,True,True,confirmed_dirty,0.5321212121212121
600788,2004-12-08,1.490,0.999,1.570,49.1803,0.491,0.16574586,0.16574586,2004-12-07,TENCENT,constrained,True,True,confirmed_dirty,0.3636942675159236
600788,2004-12-10,1.480,0.997,1.560,48.4375,0.483,0.16574586,0.16574586,2004-12-09,TENCENT,constrained,True,True,confirmed_dirty,0.36089743589743595
600800,1994-03-14,9.400,6.900,6.900,36.2319,2.500,1.00000000,1.00000000,1994-03-11,SINA,pre1996,True,False,possible_legal,0.0
600800,1994-08-01,4.850,3.370,3.370,43.9169,1.480,1.00000000,1.00000000,1994-07-29,SINA,pre1996,True,False,possible_legal,0.0
600800,1994-08-05,9.500,6.190,6.190,53.4733,3.310,1.00000000,1.00000000,1994-08-04,SINA,pre1996,True,False,possible_legal,0.0
600800,1997-03-18,31.280,23.798,37.330,31.4392,7.482,1.69348161,1.07957870,1997-03-17,SINA,constrained,False,False,possible_legal,0.36249665148673993
600800,2009-03-04,5.150,2.824,3.890,82.3841,2.326,12.68600000,9.20827770,2008-12-19,SINA,constrained,False,False,possible_legal,0.2740359897172237
600801,1994-08-01,3.450,2.508,2.510,37.5415,0.942,1.20000000,1.20000000,1994-07-29,SINA,pre1996,True,True,possible_legal,0.0007968127490038964
600802,1994-08-01,3.200,2.370,2.370,35.0211,0.830,1.00000000,1.00000000,1994-07-29,SINA,pre1996,True,False,possible_legal,0.0
600803,1994-08-05,5.250,3.900,3.900,34.6154,1.350,1.00000000,1.00000000,1994-08-04,SINA,pre1996,True,False,possible_legal,0.0
600804,1996-10-11,7.020,5.093,5.110,37.8453,1.927,1.42170550,1.41682975,1996-10-10,TENCENT,pre1996,False,False,possible_legal,0.0033268101761253126
